ID	Carat Weight	Cut	Color	Clarity	Polish	Symmetry	Report	Price
3605	 1.38 	Very Good	G	VVS2	EX	EX	AGSL	12031.00
3606	 2.60 	Very Good	D	VS1	VG	G	GIA	51736.00
3607	 1.07 	Ideal	I	VS1	VG	EX	GIA	5264.00
3608	 1.20 	Very Good	E	SI1	EX	VG	GIA	7310.00
3609	 0.90 	Good	G	VS2	EX	EX	GIA	4296.00
3610	 1.57 	Ideal	G	VS1	EX	EX	GIA	15301.00
3611	 1.06 	Signature-Ideal	F	VS2	EX	EX	GIA	8603.00
3612	 1.20 	Ideal	D	VVS2	EX	EX	GIA	14033.00
3613	 0.91 	Ideal	E	SI1	VG	VG	GIA	4284.00
3614	 1.23 	Very Good	I	SI1	VG	VG	GIA	5902.00
3615	 2.08 	Very Good	F	VS1	EX	VG	GIA	29653.00
3616	 2.02 	Very Good	D	IF	EX	VG	GIA	63902.00
3617	 1.04 	Very Good	E	VVS2	VG	G	GIA	8748.00
3618	 1.54 	Ideal	E	VS1	EX	VG	GIA	17934.00
3619	 1.20 	Very Good	F	VVS2	G	VG	GIA	10173.00
3620	 1.17 	Signature-Ideal	I	SI1	ID	ID	AGSL	6405.00
3621	 0.80 	Very Good	F	SI1	VG	EX	GIA	2914.00
3622	 2.01 	Very Good	E	SI1	EX	EX	GIA	21942.00
3623	 1.70 	Ideal	D	IF	EX	EX	GIA	44380.00
3624	 0.96 	Very Good	I	VS2	VG	VG	GIA	4187.00
3625	 1.03 	Ideal	E	SI1	VG	VG	GIA	5476.00
3626	 1.11 	Ideal	I	SI1	VG	EX	GIA	4709.00
3627	 2.00 	Ideal	H	VS2	ID	ID	AGSL	21145.00
3628	 2.44 	Ideal	F	VS1	EX	EX	GIA	46186.00
3629	 1.50 	Ideal	H	VVS2	VG	VG	GIA	13412.00
3630	 2.04 	Very Good	F	VS1	EX	EX	GIA	33081.00
3631	 2.00 	Very Good	G	VS2	VG	EX	GIA	21978.00
3632	 2.08 	Very Good	E	VS2	VG	VG	GIA	28912.00
3633	 1.01 	Very Good	D	SI1	VG	EX	GIA	5783.00
3634	 1.01 	Very Good	G	SI1	VG	VG	GIA	4905.00
3635	 1.21 	Ideal	D	VVS2	EX	EX	GIA	13078.00
3636	 0.84 	Good	G	SI1	VG	G	GIA	2872.00
3637	 2.14 	Ideal	F	SI1	VG	EX	GIA	21018.00
3638	 0.75 	Signature-Ideal	F	SI1	EX	EX	GIA	3336.00
3639	 2.35 	Ideal	D	VVS2	EX	EX	GIA	58850.00
3640	 1.04 	Signature-Ideal	F	VS1	EX	EX	GIA	9242.00
3641	 1.01 	Good	I	VS2	VG	G	GIA	4369.00
3642	 2.02 	Ideal	G	VVS2	EX	VG	GIA	26500.00
3643	 1.22 	Ideal	H	SI1	VG	VG	GIA	5872.00
3644	 1.08 	Ideal	H	VVS1	ID	ID	AGSL	7273.00
3645	 1.07 	Ideal	E	SI1	VG	VG	GIA	5938.00
3646	 1.08 	Very Good	H	SI1	EX	ID	AGSL	5375.00
3647	 0.80 	Very Good	F	VS1	VG	G	GIA	3471.00
3648	 1.23 	Ideal	I	VVS2	ID	ID	AGSL	7299.00
3649	 2.01 	Very Good	F	SI1	EX	VG	GIA	20301.00
3650	 1.51 	Ideal	D	SI1	EX	VG	GIA	13162.00
3651	 2.01 	Very Good	D	IF	G	G	GIA	57595.00
3652	 1.01 	Very Good	H	SI1	VG	EX	GIA	4811.00
3653	 1.00 	Good	H	SI1	VG	VG	GIA	4276.00
3654	 0.83 	Ideal	F	SI1	EX	EX	GIA	3597.00
3655	 2.01 	Very Good	G	SI1	EX	EX	GIA	18090.00
3656	 1.15 	Ideal	F	VS1	EX	EX	GIA	10316.00
3657	 0.83 	Very Good	F	SI1	VG	VG	GIA	3207.00
3658	 2.24 	Very Good	F	VS2	VG	EX	GIA	32713.00
3659	 2.00 	Very Good	H	VVS2	EX	EX	GIA	22061.00
3660	 1.07 	Ideal	G	VVS2	EX	EX	GIA	8393.00
3661	 2.01 	Very Good	F	SI1	VG	EX	GIA	22301.00
3662	 1.26 	Signature-Ideal	I	SI1	EX	EX	GIA	6951.00
3663	 1.00 	Very Good	D	VS1	EX	VG	GIA	7567.00
3664	 1.00 	Ideal	H	VS2	VG	VG	GIA	5536.00
3665	 0.85 	Very Good	F	VS2	G	VG	GIA	3705.00
3666	 1.04 	Very Good	H	SI1	G	EX	GIA	4682.00
3667	 2.01 	Good	F	SI1	VG	G	GIA	20767.00
3668	 1.23 	Ideal	G	VVS2	EX	EX	GIA	10537.00
3669	 0.78 	Signature-Ideal	G	VS2	ID	ID	AGSL	3613.00
3670	 2.01 	Very Good	H	VS2	VG	VG	GIA	19046.00
3671	 0.90 	Good	F	VS2	VG	G	GIA	4466.00
3672	 1.59 	Very Good	G	SI1	VG	VG	GIA	10963.00
3673	 1.03 	Good	F	VVS2	VG	VG	GIA	8407.00
3674	 1.29 	Ideal	I	IF	ID	ID	AGSL	8289.00
3675	 1.13 	Very Good	F	VVS2	G	G	GIA	9539.00
3676	 1.60 	Very Good	I	VS1	EX	VG	GIA	10238.00
3677	 2.01 	Very Good	G	SI1	EX	G	GIA	20835.00
3678	 1.05 	Ideal	F	VVS2	VG	VG	GIA	10011.00
3679	 1.05 	Very Good	G	VS2	G	VG	GIA	5917.00
3680	 1.18 	Good	F	SI1	VG	G	GIA	5650.00
3681	 1.01 	Ideal	E	VS2	EX	EX	GIA	7597.00
3682	 2.72 	Ideal	E	VVS2	EX	VG	GIA	65488.00
3683	 1.10 	Ideal	G	VS1	VG	EX	GIA	7528.00
3684	 1.22 	Very Good	H	VS1	G	G	GIA	7673.00
3685	 2.23 	Ideal	H	IF	VG	EX	GIA	30452.00
3686	 1.12 	Ideal	G	VVS2	EX	VG	GIA	9010.00
3687	 1.00 	Very Good	D	VS2	VG	VG	GIA	7361.00
3688	 1.11 	Very Good	I	VS2	VG	VG	GIA	4977.00
3689	 0.76 	Ideal	F	SI1	VG	VG	GIA	2894.00
3690	 1.05 	Very Good	D	VS2	G	G	GIA	6373.00
3691	 1.52 	Very Good	F	VS2	G	VG	GIA	13435.00
3692	 1.18 	Ideal	F	VVS2	ID	ID	AGSL	11415.00
3693	 1.08 	Very Good	H	VS2	EX	VG	GIA	5515.00
3694	 1.54 	Very Good	I	VVS2	EX	EX	GIA	10518.00
3695	 1.41 	Ideal	G	VS1	EX	EX	GIA	11817.00
3696	 1.00 	Very Good	G	VS2	EX	EX	GIA	6208.00
3697	 2.02 	Very Good	F	VS2	VG	VG	GIA	25256.00
3698	 1.00 	Good	D	VS2	EX	VG	GIA	6163.00
3699	 0.81 	Ideal	G	VS1	ID	ID	AGSL	3870.00
3700	 1.06 	Ideal	I	VVS2	EX	EX	GIA	6069.00
3701	 1.22 	Ideal	H	VVS2	ID	ID	AGSL	8014.00
3702	 1.07 	Good	H	SI1	VG	VG	GIA	4786.00
3703	 1.13 	Signature-Ideal	G	VVS2	EX	EX	GIA	10396.00
3704	 1.53 	Very Good	F	SI1	G	G	GIA	11897.00
3705	 1.03 	Ideal	E	VVS1	EX	EX	GIA	11309.00
3706	 1.07 	Ideal	H	SI1	EX	VG	GIA	5417.00
3707	 1.51 	Very Good	F	VS2	EX	VG	GIA	13497.00
3708	 1.09 	Very Good	G	VS1	VG	G	GIA	7378.00
3709	 2.09 	Ideal	E	VS1	EX	EX	GIA	35205.00
3710	 1.31 	Ideal	G	VVS2	VG	VG	GIA	11728.00
3711	 1.50 	Very Good	F	SI1	VG	VG	GIA	11520.00
3712	 0.90 	Ideal	I	SI1	ID	ID	AGSL	3908.00
3713	 0.87 	Fair	I	VS2	VG	G	GIA	3166.00
3714	 1.51 	Very Good	I	VVS2	VG	VG	GIA	9813.00
3715	 1.00 	Very Good	E	SI1	VG	VG	GIA	5175.00
3716	 1.01 	Very Good	F	SI1	EX	EX	GIA	5861.00
3717	 1.51 	Very Good	F	VVS2	VG	VG	GIA	16716.00
3718	 0.95 	Signature-Ideal	G	VS1	ID	ID	AGSL	6216.00
3719	 2.01 	Ideal	G	SI1	VG	VG	GIA	18852.00
3720	 0.91 	Very Good	F	VS1	VG	VG	GIA	5302.00
3721	 0.90 	Very Good	F	SI1	EX	VG	GIA	3679.00
3722	 1.04 	Very Good	G	SI1	VG	VG	GIA	5070.00
3723	 2.10 	Good	H	VS1	VG	G	GIA	18575.00
3724	 1.10 	Very Good	G	VS2	VG	VG	GIA	7056.00
3725	 2.01 	Ideal	H	VS1	VG	VG	GIA	19593.00
3726	 2.21 	Very Good	I	SI1	EX	EX	AGSL	16941.00
3727	 1.02 	Ideal	E	VS2	EX	EX	GIA	7465.00
3728	 1.07 	Very Good	H	VVS2	EX	ID	AGSL	6751.00
3729	 1.07 	Ideal	G	VS1	EX	EX	GIA	7858.00
3730	 1.52 	Ideal	E	VS2	VG	EX	GIA	15793.00
3731	 1.53 	Signature-Ideal	D	VS2	EX	EX	GIA	19713.00
3732	 1.06 	Very Good	E	SI1	VG	EX	GIA	5090.00
3733	 1.18 	Ideal	I	SI1	ID	ID	AGSL	5412.00
3734	 1.14 	Very Good	E	IF	VG	VG	GIA	12647.00
3735	 1.02 	Ideal	E	SI1	ID	ID	AGSL	5840.00
3736	 1.07 	Ideal	F	SI1	EX	EX	GIA	6049.00
3737	 0.90 	Good	D	SI1	EX	EX	GIA	4865.00
3738	 0.76 	Ideal	E	SI1	ID	ID	AGSL	3401.00
3739	 0.90 	Very Good	G	VS2	G	VG	GIA	4387.00
3740	 2.00 	Ideal	D	VVS2	EX	EX	GIA	44115.00
3741	 1.21 	Very Good	G	VVS2	EX	VG	GIA	10355.00
3742	 1.01 	Ideal	G	IF	EX	VG	GIA	8869.00
3743	 0.90 	Very Good	H	VS2	VG	VG	GIA	4662.00
3744	 2.62 	Ideal	H	VS2	VG	EX	GIA	30599.00
3745	 1.02 	Signature-Ideal	E	VS2	ID	ID	AGSL	8737.00
3746	 2.01 	Good	H	VS1	VG	VG	GIA	21473.00
3747	 2.02 	Good	E	SI1	VG	VG	GIA	20450.00
3748	 0.90 	Very Good	F	VS2	VG	VG	GIA	4504.00
3749	 1.16 	Ideal	I	VS1	EX	EX	GIA	5991.00
3750	 1.08 	Ideal	D	VS2	EX	EX	GIA	8481.00
3751	 1.02 	Ideal	G	IF	EX	VG	GIA	8955.00
3752	 2.00 	Very Good	I	VS1	VG	G	GIA	17144.00
3753	 1.53 	Very Good	I	SI1	EX	EX	GIA	9183.00
3754	 2.35 	Very Good	F	VVS2	VG	VG	GIA	43471.00
3755	 2.12 	Very Good	F	VS1	ID	EX	AGSL	30962.00
3756	 1.06 	Ideal	E	VS2	VG	EX	GIA	8090.00
3757	 2.27 	Very Good	G	VS2	VG	VG	GIA	27252.00
3758	 1.01 	Very Good	D	VS2	VG	EX	GIA	7519.00
3759	 1.62 	Very Good	I	VS2	VG	VG	GIA	9683.00
3760	 1.20 	Ideal	E	VS2	EX	VG	GIA	9228.00
3761	 1.79 	Ideal	I	IF	EX	EX	GIA	15327.00
3762	 1.32 	Ideal	I	VS1	EX	EX	GIA	7095.00
3763	 2.24 	Ideal	I	VS2	ID	ID	AGSL	19699.00
3764	 1.20 	Good	F	VS2	VG	VG	GIA	8350.00
3765	 1.53 	Ideal	E	SI1	G	VG	GIA	11470.00
3766	 1.36 	Very Good	D	VVS2	VG	G	GIA	14236.00
3767	 1.01 	Fair	H	SI1	VG	VG	GIA	4611.00
3768	 2.02 	Very Good	D	VS2	EX	EX	GIA	27260.00
3769	 1.02 	Very Good	D	VS2	G	VG	GIA	6830.00
3770	 0.78 	Very Good	G	VVS2	VG	G	GIA	3643.00
3771	 0.91 	Good	H	VVS2	G	G	GIA	4205.00
3772	 1.18 	Very Good	I	VS2	VG	VG	GIA	5488.00
3773	 2.01 	Very Good	I	VS2	EX	EX	GIA	15919.00
3774	 0.80 	Ideal	I	VS2	EX	EX	GIA	2823.00
3775	 1.20 	Ideal	H	SI1	EX	EX	GIA	6450.00
3776	 0.90 	Very Good	I	SI1	G	G	GIA	3211.00
3777	 0.90 	Very Good	G	SI1	EX	VG	GIA	3945.00
3778	 1.01 	Fair	F	VVS2	EX	EX	AGSL	8553.00
3779	 0.91 	Good	G	IF	VG	VG	GIA	6054.00
3780	 2.02 	Very Good	G	VS1	EX	EX	GIA	29622.00
3781	 1.26 	Very Good	G	VVS1	VG	VG	GIA	10922.00
3782	 1.14 	Ideal	H	VVS2	EX	EX	GIA	7530.00
3783	 2.12 	Ideal	G	VS1	EX	EX	GIA	29474.00
3784	 1.02 	Good	G	SI1	VG	G	AGSL	4617.00
3785	 0.85 	Ideal	H	VS2	EX	EX	GIA	3434.00
3786	 2.11 	Very Good	I	SI1	VG	VG	GIA	16635.00
3787	 1.01 	Very Good	F	SI1	VG	VG	GIA	5107.00
3788	 0.77 	Very Good	I	VVS2	EX	ID	AGSL	2910.00
3789	 0.85 	Ideal	G	VS1	ID	ID	AGSL	3918.00
3790	 1.59 	Ideal	I	VS2	EX	VG	GIA	9678.00
3791	 1.50 	Good	G	SI1	EX	G	GIA	8690.00
3792	 2.03 	Very Good	H	SI1	EX	VG	GIA	18781.00
3793	 1.03 	Good	H	VS2	G	G	GIA	4732.00
3794	 1.11 	Ideal	F	VVS2	EX	VG	GIA	10360.00
3795	 1.03 	Very Good	D	SI1	G	VG	GIA	5652.00
3796	 1.24 	Ideal	F	VVS2	ID	ID	AGSL	12059.00
3797	 1.01 	Ideal	D	SI1	G	G	GIA	5234.00
3798	 0.90 	Very Good	H	VS1	VG	VG	GIA	4058.00
3799	 1.00 	Good	H	SI1	G	G	GIA	4864.00
3800	 1.02 	Good	F	VS2	G	G	GIA	5447.00
3801	 2.02 	Very Good	G	VS2	G	G	GIA	23076.00
3802	 1.52 	Ideal	G	VS1	VG	VG	GIA	14482.00
3803	 0.75 	Very Good	I	VVS2	VG	EX	GIA	2818.00
3804	 1.01 	Fair	G	SI1	VG	VG	GIA	4302.00
3805	 2.01 	Very Good	I	VS2	EX	EX	GIA	16526.00
3806	 1.20 	Ideal	F	SI1	ID	ID	AGSL	7867.00
3807	 1.50 	Good	E	SI1	G	G	GIA	10868.00
3808	 2.03 	Signature-Ideal	F	VS2	ID	ID	AGSL	32582.00
3809	 0.80 	Ideal	F	VS2	EX	EX	GIA	4816.00
3810	 0.75 	Signature-Ideal	I	SI1	EX	EX	GIA	2871.00
3811	 2.30 	Ideal	H	VS1	EX	EX	GIA	29561.00
3812	 2.23 	Very Good	H	SI1	VG	EX	GIA	19613.00
3813	 1.00 	Good	F	VS2	VG	VG	GIA	6099.00
3814	 0.90 	Ideal	F	SI1	VG	EX	GIA	4058.00
3815	 1.26 	Very Good	D	SI1	VG	G	GIA	7785.00
3816	 1.00 	Good	G	VVS2	EX	EX	GIA	7279.00
3817	 2.01 	Ideal	G	VS1	ID	ID	AGSL	32071.00
3818	 1.08 	Ideal	E	VS1	EX	EX	GIA	7646.00
3819	 0.90 	Good	F	SI1	VG	G	GIA	4004.00
3820	 1.20 	Good	I	SI1	G	VG	GIA	5408.00
3821	 0.93 	Very Good	I	VS2	EX	VG	GIA	3530.00
3822	 1.14 	Good	D	IF	G	G	GIA	17499.00
3823	 2.20 	Ideal	G	IF	EX	EX	GIA	37499.00
3824	 2.03 	Very Good	H	VS2	VG	VG	GIA	19783.00
3825	 1.52 	Very Good	G	VS1	EX	VG	GIA	12968.00
3826	 1.29 	Very Good	I	VS2	G	VG	GIA	6684.00
3827	 0.79 	Ideal	H	VVS2	EX	EX	GIA	3417.00
3828	 2.00 	Ideal	E	SI1	VG	VG	GIA	20327.00
3829	 1.37 	Ideal	G	VS2	VG	VG	GIA	10251.00
3830	 0.90 	Very Good	F	VS2	VG	VG	GIA	4681.00
3831	 1.01 	Very Good	D	SI1	EX	EX	GIA	6270.00
3832	 1.04 	Very Good	E	IF	EX	VG	GIA	11972.00
3833	 1.01 	Very Good	H	SI1	VG	G	AGSL	4911.00
3834	 1.01 	Very Good	E	SI1	VG	VG	GIA	5229.00
3835	 1.01 	Very Good	E	SI1	EX	EX	GIA	5556.00
3836	 0.78 	Good	D	SI1	G	G	GIA	3253.00
3837	 1.22 	Ideal	D	VS2	VG	EX	GIA	10558.00
3838	 0.90 	Very Good	H	VS1	VG	VG	GIA	4592.00
3839	 0.90 	Good	H	VS1	VG	VG	GIA	4409.00
3840	 1.19 	Ideal	F	VVS2	VG	EX	GIA	10436.00
3841	 1.00 	Fair	G	VS2	VG	G	GIA	5653.00
3842	 2.00 	Very Good	D	VS1	EX	EX	GIA	36028.00
3843	 0.90 	Good	D	VS2	EX	VG	GIA	4739.00
3844	 1.22 	Ideal	I	VS2	VG	VG	GIA	5960.00
3845	 2.03 	Ideal	G	VS1	EX	VG	GIA	28306.00
3846	 1.09 	Ideal	H	SI1	EX	EX	GIA	5376.00
3847	 1.24 	Good	G	VS2	EX	VG	GIA	8672.00
3848	 1.06 	Ideal	D	VS1	EX	VG	GIA	8893.00
3849	 1.27 	Ideal	E	VS1	EX	EX	GIA	11840.00
3850	 1.56 	Very Good	I	VS1	VG	G	GIA	10275.00
3851	 2.17 	Ideal	H	SI1	EX	EX	GIA	20303.00
3852	 0.96 	Very Good	I	SI1	EX	VG	GIA	3709.00
3853	 1.16 	Very Good	G	VVS2	EX	VG	GIA	9205.00
3854	 1.10 	Very Good	G	VS2	VG	VG	GIA	6643.00
3855	 0.90 	Very Good	H	SI1	EX	VG	GIA	3388.00
3856	 2.01 	Ideal	D	VVS1	EX	VG	GIA	50785.00
3857	 1.02 	Ideal	H	VS2	VG	VG	GIA	5370.00
3858	 2.18 	Very Good	E	VVS2	EX	VG	GIA	41874.00
3859	 0.80 	Good	G	SI1	VG	G	GIA	2810.00
3860	 2.01 	Good	H	VS2	VG	G	GIA	17160.00
3861	 0.86 	Very Good	H	SI1	VG	EX	GIA	3115.00
3862	 2.01 	Very Good	I	VVS2	EX	VG	GIA	20520.00
3863	 1.01 	Very Good	I	VS2	VG	G	GIA	4473.00
3864	 2.01 	Good	G	SI1	G	VG	GIA	16935.00
3865	 1.01 	Ideal	G	VS2	ID	ID	AGSL	6295.00
3866	 1.11 	Very Good	H	SI1	VG	G	GIA	5192.00
3867	 2.02 	Ideal	G	VVS1	EX	EX	GIA	34540.00
3868	 0.76 	Ideal	H	VS2	ID	ID	AGSL	3016.00
3869	 0.91 	Good	D	SI1	EX	VG	GIA	4086.00
3870	 0.90 	Good	H	VS1	EX	VG	GIA	4283.00
3871	 2.03 	Very Good	H	SI1	VG	VG	GIA	17971.00
3872	 0.77 	Very Good	F	VVS1	G	VG	GIA	4304.00
3873	 2.02 	Signature-Ideal	I	SI1	ID	ID	AGSL	19301.00
3874	 1.24 	Very Good	F	VVS2	EX	VG	GIA	11547.00
3875	 0.79 	Very Good	F	SI1	VG	EX	GIA	3519.00
3876	 2.00 	Ideal	F	VS2	EX	EX	GIA	25673.00
3877	 2.01 	Fair	D	SI1	G	G	GIA	19079.00
3878	 1.84 	Signature-Ideal	H	VS1	ID	ID	AGSL	18645.00
3879	 2.00 	Good	I	VS2	VG	VG	GIA	14864.00
3880	 0.87 	Ideal	E	SI1	EX	EX	GIA	5112.00
3881	 2.01 	Very Good	E	VVS2	VG	VG	GIA	35555.00
3882	 2.02 	Ideal	I	SI1	EX	EX	GIA	16128.00
3883	 2.09 	Ideal	I	VS2	ID	ID	AGSL	17999.00
3884	 2.00 	Good	E	VS2	VG	VG	GIA	24096.00
3885	 0.80 	Very Good	F	VS2	VG	VG	AGSL	3283.00
3886	 1.13 	Ideal	F	VS1	VG	VG	GIA	8716.00
3887	 2.04 	Ideal	F	VS2	EX	EX	GIA	29848.00
3888	 2.20 	Ideal	G	VS1	EX	EX	GIA	31244.00
3889	 1.00 	Good	D	SI1	VG	G	GIA	5648.00
3890	 0.90 	Ideal	H	VS2	VG	G	GIA	4173.00
3891	 1.13 	Ideal	H	SI1	EX	EX	GIA	5911.00
3892	 1.00 	Very Good	D	VS2	EX	EX	GIA	8138.00
3893	 1.02 	Very Good	F	VVS2	G	G	GIA	8346.00
3894	 1.51 	Good	G	SI1	G	G	GIA	10614.00
3895	 1.52 	Ideal	H	VS2	EX	EX	GIA	11716.00
3896	 1.10 	Ideal	E	VVS1	EX	VG	GIA	10906.00
3897	 1.58 	Ideal	I	VS1	ID	ID	AGSL	10920.00
3898	 1.34 	Very Good	H	VS2	VG	G	GIA	7965.00
3899	 1.05 	Good	G	VS2	VG	VG	GIA	5991.00
3900	 1.20 	Very Good	I	SI1	VG	G	GIA	5408.00
3901	 1.07 	Ideal	H	VVS2	EX	VG	GIA	6934.00
3902	 0.75 	Ideal	G	SI1	ID	ID	AGSL	2902.00
3903	 0.80 	Ideal	F	VS1	EX	EX	GIA	5207.00
3904	 1.20 	Very Good	G	SI1	VG	G	GIA	6274.00
3905	 1.21 	Signature-Ideal	H	SI1	ID	ID	AGSL	7810.00
3906	 1.27 	Very Good	F	VVS1	EX	EX	GIA	13279.00
3907	 1.01 	Very Good	E	VS1	G	VG	GIA	7027.00
3908	 0.90 	Good	F	SI1	EX	VG	GIA	3954.00
3909	 1.09 	Good	H	VVS2	VG	VG	GIA	6651.00
3910	 1.57 	Ideal	I	VVS2	ID	ID	AGSL	11333.00
3911	 1.23 	Ideal	G	VS1	VG	VG	GIA	9119.00
3912	 1.20 	Ideal	G	VVS2	ID	ID	AGSL	10846.00
3913	 0.80 	Very Good	E	VS2	EX	VG	GIA	3774.00
3914	 1.01 	Ideal	E	SI1	EX	EX	GIA	5534.00
3915	 1.01 	Ideal	E	SI1	G	G	GIA	5262.00
3916	 1.02 	Ideal	G	SI1	EX	EX	GIA	5082.00
3917	 1.11 	Very Good	H	VS2	EX	VG	GIA	5932.00
3918	 1.63 	Ideal	G	VS1	EX	EX	GIA	16241.00
3919	 1.09 	Ideal	D	SI1	EX	VG	GIA	6337.00
3920	 1.01 	Very Good	D	SI1	VG	VG	GIA	5122.00
3921	 2.17 	Ideal	I	SI1	VG	VG	GIA	16645.00
3922	 0.79 	Good	I	VS2	G	VG	GIA	2451.00
3923	 1.36 	Very Good	F	VS1	VG	VG	GIA	11946.00
3924	 2.21 	Ideal	H	SI1	ID	ID	AGSL	20221.00
3925	 0.77 	Ideal	D	VVS2	EX	EX	GIA	5207.00
3926	 1.12 	Very Good	G	VVS1	ID	ID	AGSL	9307.00
3927	 1.03 	Very Good	E	SI1	VG	VG	GIA	5566.00
3928	 0.91 	Very Good	F	SI1	VG	VG	GIA	4141.00
3929	 0.90 	Very Good	D	VS1	VG	EX	GIA	5795.00
3930	 2.29 	Ideal	H	VS1	EX	EX	GIA	29435.00
3931	 0.91 	Very Good	H	SI1	EX	EX	GIA	3762.00
3932	 0.77 	Very Good	H	VVS2	EX	ID	AGSL	3208.00
3933	 1.25 	Very Good	E	IF	VG	VG	GIA	14637.00
3934	 0.85 	Ideal	E	SI1	EX	EX	GIA	4181.00
3935	 1.63 	Signature-Ideal	H	VS2	ID	ID	AGSL	14005.00
3936	 1.01 	Good	D	VS2	VG	G	GIA	6113.00
3937	 1.50 	Very Good	G	SI1	VG	VG	GIA	10019.00
3938	 1.58 	Signature-Ideal	G	VS1	ID	ID	AGSL	16790.00
3939	 1.68 	Ideal	H	VS1	VG	EX	GIA	13082.00
3940	 2.01 	Very Good	G	SI1	ID	ID	AGSL	19014.00
3941	 1.27 	Very Good	E	SI1	G	VG	GIA	7356.00
3942	 2.01 	Ideal	D	VVS2	VG	VG	GIA	47312.00
3943	 1.18 	Signature-Ideal	E	VS1	EX	EX	GIA	11350.00
3944	 2.01 	Good	G	VS2	VG	G	GIA	21304.00
3945	 1.02 	Ideal	E	VVS1	ID	ID	AGSL	11326.00
3946	 1.03 	Very Good	E	SI1	VG	G	GIA	5421.00
3947	 1.08 	Ideal	I	SI1	ID	ID	AGSL	4857.00
3948	 0.80 	Very Good	F	VVS2	G	VG	GIA	4126.00
3949	 1.00 	Very Good	H	SI1	EX	VG	GIA	4658.00
3950	 1.21 	Ideal	G	VS1	EX	EX	GIA	9287.00
3951	 1.24 	Very Good	E	VVS1	VG	VG	GIA	14725.00
3952	 1.57 	Signature-Ideal	H	VS2	ID	ID	AGSL	13530.00
3953	 2.33 	Ideal	I	VS1	EX	EX	AGSL	23571.00
3954	 2.07 	Ideal	G	VS1	EX	VG	GIA	28636.00
3955	 1.26 	Ideal	F	VVS2	ID	ID	AGSL	12237.00
3956	 0.91 	Very Good	I	VS2	EX	VG	GIA	3525.00
3957	 2.00 	Very Good	I	VVS1	VG	VG	GIA	22614.00
3958	 0.92 	Very Good	D	SI1	EX	EX	GIA	4676.00
3959	 1.01 	Good	G	VS1	VG	VG	GIA	6247.00
3960	 1.06 	Signature-Ideal	G	VS1	EX	EX	GIA	8093.00
3961	 2.00 	Good	I	SI1	VG	G	GIA	15072.00
3962	 0.76 	Very Good	G	VS2	VG	G	GIA	3170.00
3963	 1.03 	Good	F	VS2	VG	VG	GIA	6521.00
3964	 0.92 	Very Good	F	SI1	VG	G	GIA	4339.00
3965	 0.90 	Very Good	F	VS2	VG	G	GIA	4397.00
3966	 0.91 	Ideal	H	VS1	VG	VG	GIA	4514.00
3967	 0.87 	Very Good	I	SI1	EX	VG	AGSL	2791.00
3968	 0.78 	Very Good	G	VS2	VG	VG	GIA	3113.00
3969	 0.80 	Signature-Ideal	E	SI1	EX	EX	GIA	4125.00
3970	 1.22 	Very Good	G	SI1	VG	EX	GIA	6704.00
3971	 2.01 	Very Good	H	SI1	EX	VG	GIA	17003.00
3972	 1.58 	Very Good	H	VVS2	G	G	GIA	12459.00
3973	 1.22 	Ideal	G	VS1	ID	ID	AGSL	9195.00
3974	 1.00 	Good	H	VVS2	EX	VG	GIA	6173.00
3975	 2.01 	Very Good	D	VS1	EX	VG	GIA	34360.00
3976	 1.51 	Good	G	SI1	VG	VG	GIA	9258.00
3977	 1.02 	Very Good	I	SI1	G	VG	GIA	4353.00
3978	 1.01 	Very Good	F	VS1	VG	VG	GIA	8081.00
3979	 0.81 	Very Good	G	VVS2	VG	EX	GIA	3981.00
3980	 0.94 	Ideal	G	VVS1	EX	VG	GIA	6488.00
3981	 2.11 	Ideal	G	VS2	VG	VG	GIA	22873.00
3982	 2.01 	Very Good	H	VS2	VG	G	GIA	18982.00
3983	 1.09 	Ideal	G	VS2	EX	EX	GIA	7357.00
3984	 1.02 	Ideal	F	IF	VG	EX	GIA	11116.00
3985	 1.02 	Very Good	G	SI1	VG	VG	GIA	5012.00
3986	 1.00 	Good	H	VS1	VG	VG	GIA	5169.00
3987	 0.90 	Good	G	VVS2	VG	VG	GIA	4485.00
3988	 1.06 	Very Good	G	VS1	VG	VG	GIA	6863.00
3989	 1.02 	Good	I	VS2	G	G	GIA	4593.00
3990	 0.91 	Signature-Ideal	E	VVS1	EX	EX	GIA	9636.00
3991	 1.56 	Ideal	D	SI1	EX	EX	GIA	10934.00
3992	 0.93 	Very Good	F	SI1	EX	VG	GIA	4299.00
3993	 1.50 	Very Good	H	VVS2	VG	VG	GIA	13412.00
3994	 0.78 	Very Good	G	VS2	G	G	GIA	3012.00
3995	 1.02 	Very Good	F	SI1	EX	EX	GIA	5930.00
3996	 1.57 	Ideal	H	SI1	EX	EX	GIA	11134.00
3997	 1.00 	Good	E	SI1	EX	VG	GIA	6275.00
3998	 0.90 	Good	F	VS2	EX	VG	GIA	4301.00
3999	 2.03 	Ideal	D	VVS1	EX	VG	GIA	51928.00
4000	 1.12 	Ideal	G	VVS2	EX	EX	GIA	8991.00
4001	 1.56 	Ideal	I	VS2	EX	EX	GIA	9968.00
4002	 1.59 	Signature-Ideal	G	VS1	EX	EX	GIA	16774.00
4003	 1.00 	Very Good	F	SI1	G	VG	GIA	5030.00
